"sort(unique(gothic2$species))"
"Achillea millefolium"
"Aconitum columbianum"
"Agastache urticifolia"
"Agoseris aurantiaca"
"Agoseris glauca"
"Allium geyeri"
"Amelanchier pumila"
"Amerosedum lanceolatum"
"Androsace septentrionalis"
"Angelica grayi"
"Antennaria pulcherrima"
"Anticlea elegans"
"Aquilegia coerulea"
"Arenaria congesta"
"Arnica chamissonis"
"Arnica cordifolia"
"Artemisia dracunculus"
"Artemisia tridentata"
"Astragalus alpinus"
"Barbarea vulgaris"
"Boechera stricta"
"Bromus sp."
"Calochortus gunnisonii"
"Campanula rotundifolia"
"Cardamine cordifolia"
"Carex geyeri"
"Carex sp."
"Castilleja linariifolia"
"Castilleja miniata"
"Castilleja sulphurea"
"Ceratochloa carinata"
"Chamerion angustifolium"
"Chenopodium album"
"Chenopodium sp."
"Cirsium sp."
"Claytonia lanceolata"
"Collomia linearis"
"Corallorhiza trifida"
"Dasiphora fruticosa"
"Delete"
"Delphinium barbeyi"
"Delphinium nuttallianum"
"Deschampsia caespitosa"
"Descurainea incana"
"Dodecatheon pulchellum"
"Draba aurea"
"Draba nemorosa"
"Dugaldia hoopesii"
"Elymus glaucus"
"Elymus longifolius"
"Elymus trachycaulis"
"Epilobium brachycarpum"
"Epilobium hornemanii"
"Epilobium saximontanum"
"Erigeron coulteri"
"Erigeron elatior"
"Erigeron flagellaris"
"Erigeron speciosus"
"Eriogonum subalpinum"
"Eriogonum umbellatum"
"Erysimum asperum"
"Erysimum capitatum"
"Erythronium grandiflorum"
"Eucephalus engelmannii"
"Festuca thurberi"
"Fragaria virginiana"
"Frasera speciosa"
"Galium bifolium"
"Galium boreale"
"Gayophytum ramosissimum"
"Gentiana parryi"
"Gentianella amarella"
"Gentianopsis barbellata"
"Gentianopsis thermalis"
"Geranium richardsonii"
"Geum triflorum"
"Hackelia floribunda"
"Hedysarum occidentale"
"Helianthella quinquenervis"
"Heliomeris multiflora"
"Heracleum maximum"
"Heterotheca villosa"
"Heuchera parviflora"
"Hydrophyllum capitatum"
"Hydrophyllum fendleri"
"Ipomopsis aggregata"
"Koelaria macrantha"
"Lathyrus lanszwertii"
"Ligularia bigelovii"
"Ligusticum porteri"
"Limnorchis hyperborea"
"Linum lewisii"
"Listera borealis"
"Listera cordata"
"Lithophragma glabrum"
"Lomatium dissectum"
"Lonicera involucrata"
"Lupinus prunophilus"
"Lupinus sp."
"Mahonia repens"
"Maianthemum stellatum"
"Medicago lupulina"
"Mertensia ciliata"
"Mertensia fusiformis"
"Mimulus guttatus"
"Mitella pentandra"
"Moehringia lateriflora"
"Muhlenbergia montana"
"Noccaea montana"
"Oreochrysum parryi"
"Orobanche fasciculata"
"Orobanche uniflora"
"Orthocarpus luteus"
"Osmorhiza occidentalis"
"Oxypolis fendleri"
"Oxytropis deflexa"
"Parnassia fimbriata"
"Paxistima myrsinites"
"Pedicularis bracteosa"
"Pedicularis groenlandica"
"Phacelia heterophylla"
"Phleum commutatum"
"Poa sp."
"Poa tracyi"
"Polygonum aviculare"
"Polygonum douglasii"
"Polygonum viviparum"
"Potentilla hippiana"
"Potentilla pulcherrima X hippiana "
"Prunella vulgaris"
"Pseudocymopterus montanus"
"Psychrophila leptosepala"
"Pyrola asarifolia"
"Pyrrocoma crocea"
"Ranunculus inamoenus"
"Rhodiola integrifolia"
"Rosa woodsii"
"Salix brachycarpa"
"Salix drummondiana"
"Salix geyeriana"
"Salix monticola"
"Salix sp."
"Salix wolfii"
"Senecio bigelovii"
"Senecio integerrimus"
"Senecio serra"
"Senecio triangularis"
"Sidalcea candida"
"Silene antirrhina"
"Solidago multiradiata"
"Stellaria longifolia"
"Stipa lettermanii"
"Streptopus amplexifolius"
"Swertia perennis"
"Symphyotrichum foliaceum"
"Taraxacum officinale"
"Thalictrum fendleri"
"Thlaspi alpestre"
"Thlaspi arvense"
"Total Flowers"
"Tragopogon dubius"
"Trifolium hybridum"
"Trifolium longipes"
"Trifolium pratense"
"Trifolium repens"
"Trisetum spicatum"
"Trollius laxus"
"unknforb"
"unkngrass"
"Valeriana capitata"
"Valeriana edulis"
"Veratrum tenuipetalum"
"Vicia americana"
"Viola adunca"
"Viola praemorsa"
